"Provincia";"Termino";"Estación";"Fecha";"Hora";"Temperatura";"Humedad relativa";"Radiación (w/m²)";"Velocidad del viento (Km/h)";"Dirección del viento";"Precipitación (mm)";"Estado"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"10:00";"23,99";"27,34";"752";"9,51";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"10:30";"24,85";"25,9";"706";"8,59";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"11:00";"25,11";"25,17";"749";"10";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"11:30";"25,68";"24,53";"810";"8,9";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"12:00";"26,12";"23,42";"481,8";"8,79";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"12:30";"25,02";"25,21";"602,4";"8,57";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"13:00";"26,04";"22,85";"507";"8,38";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"13:30";"25,99";"22,63";"568";"10,93";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"14:00";"28,13";"24,19";"617,7";"10,47";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"14:30";"30,27";"25,74";"756,6";"5,98";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"15:00";"29,29";"26,21";"833";"7,34";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"15:30";"29,6";"25,41";"581,1";"6,12";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"16:00";"29,88";"24,44";"648,1";"7,03";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"16:30";"30,01";"24,24";"581,8";"5,94";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"17:00";"29,96";"24,54";"462,1";"6,02";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"17:30";"29,33";"25,07";"351,2";"5,28";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"18:00";"28,81";"25,06";"253,5";"5,6";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"18:30";"28,19";"25,65";"158,1";"5,1";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"19:00";"26,79";"27,27";"27,21";"4,59";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"19:30";"25,31";"29,12";"6,1";"3,72";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"20:00";"23,96";"31,72";"0";"1,74";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"20:30";"22,54";"34,16";"0";"1,72";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"21:00";"21,72";"37,26";"0";"2,33";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"21:30";"18,63";"46,57";"0";"1,28";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"22:00";"16,92";"51,98";"0";"2,18";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"22:30";"16,78";"51,13";"0";"1,88";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"23:00";"16,11";"54,83";"0";"1,75";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"23:30";"15,16";"58,66";"0";"1,2";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"16/06/2016";"24:00";"14,5";"61,55";"0";"1,44";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"00:30";"14,22";"61,87";"0";"1,8";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"01:00";"16,14";"52,4";"0";"2,12";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"01:30";"16,09";"52,86";"0";"2,44";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"02:00";"16,61";"51,21";"0";"2,73";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"02:30";"16,59";"51,02";"0";"2,07";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"03:00";"15,9";"54,56";"0";"1,6";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"03:30";"14,78";"58,83";"0";"1,37";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"04:00";"14,4";"60,42";"0";"1,73";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"04:30";"14,18";"61,48";"0";"1,74";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"05:00";"14,55";"60,08";"5,72";"2,09";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"05:30";"16,13";"56,16";"55,31";"3,01";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"06:00";"18,44";"51,46";"141,4";"3,69";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"06:30";"21,56";"46,24";"269,9";"4,09";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"07:00";"23,16";"44,38";"324,9";"4,22";"N";"0,9";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"07:30";"25,02";"40,3";"441,9";"3,08";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"08:00";"25,89";"38,77";"451,2";"3,17";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"08:30";"26,01";"38,81";"598,4";"3,39";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"09:00";"26,77";"36,95";"701,8";"4,1";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"09:30";"27,41";"35,96";"788,3";"3,81";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"10:00";"28,79";"32,67";"876";"4,12";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"10:30";"29,62";"31,76";"952";"5,31";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"11:00";"29,24";"31,98";"605,5";"4,56";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"11:30";"29,49";"30,58";"939";"5,25";"N";"1,5";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"12:00";"30,1";"29,62";"715,3";"4,75";"N";"0,1";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"12:30";"29,25";"30,98";"618,8";"3,99";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"13:00";"30";"30,78";"670,6";"7,05";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"13:30";"27,35";"37,05";"342,9";"13,08";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"14:00";"26,47";"39,83";"591";"12,12";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"14:30";"26,98";"38,05";"378,9";"10,78";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"15:00";"26,69";"41,12";"323,4";"10,24";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"15:30";"27,05";"41,51";"319,1";"10,99";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"16:00";"27,69";"41,21";"344,9";"9,2";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"16:30";"27,85";"41,29";"155,1";"8,76";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"17:00";"27,26";"41,3";"200,7";"8,38";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"17:30";"27,75";"39,56";"187,9";"9,43";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"18:00";"27,28";"40,12";"99,4";"7,3";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"18:30";"27,28";"38,78";"76,44";"5,98";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"19:00";"27,13";"38,57";"39,4";"5,37";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"19:30";"26,48";"38,9";"6,55";"6,98";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"20:00";"25,6";"40,54";"0";"5,13";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"20:30";"24,5";"42,23";"0";"4,77";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"21:00";"23,78";"49,73";"0";"4,53";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"21:30";"22,34";"68,21";"0";"5,57";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"22:00";"21,68";"69,87";"0";"5,11";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"22:30";"21,35";"70,98";"0";"3,42";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"23:00";"20,51";"74,65";"0";"1,61";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"23:30";"19,39";"81,2";"0";"1,86";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"17/06/2016";"24:00";"20,12";"81,8";"0";"2,81";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"00:30";"19,94";"81,2";"0";"1,74";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"01:00";"19,25";"83,1";"0";"1,31";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"01:30";"17,83";"86,4";"0";"1,27";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"02:00";"16,63";"89";"0";"1,37";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"02:30";"16,05";"91,3";"0";"1,36";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"03:00";"15,9";"91,9";"0";"1,17";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"03:30";"15,85";"92,5";"0";"1,2";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"04:00";"15,7";"92,9";"0,03";"1,21";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"04:30";"16,18";"93";"0,01";"1,25";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"05:00";"16,33";"92,4";"4,94";"1,16";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"05:30";"16,44";"92,4";"35,1";"1,15";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"06:00";"17,61";"91,6";"58,34";"1,28";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"06:30";"19,14";"86,3";"126,5";"1,87";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"07:00";"20,53";"78,1";"153";"1,52";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"07:30";"21,85";"67,66";"235,9";"4,32";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"08:00";"22,78";"60,98";"344,6";"6,21";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"08:30";"23,56";"58,22";"447,9";"5,57";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"09:00";"24,2";"55,4";"502,1";"5,12";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"09:30";"25,2";"49,73";"473,5";"5,32";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"10:00";"24,53";"52,02";"628,3";"6,15";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"10:30";"25,52";"49,32";"642";"6,9";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"11:00";"25,68";"49,4";"872";"7,36";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"11:30";"25,79";"48,44";"752,9";"8,82";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"12:00";"25,44";"50,13";"957";"8,43";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"12:30";"26,02";"49,08";"998";"9,65";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"13:00";"26,2";"48,86";"672,5";"8,25";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"13:30";"26,66";"47,57";"989";"9,9";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"14:00";"26,59";"46,6";"933";"10,34";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"14:30";"26,48";"46,95";"854";"9,95";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"15:00";"26,53";"46,43";"788,8";"8,86";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"15:30";"26,77";"43,15";"560";"9,26";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"16:00";"26,62";"43,33";"629,3";"9,38";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"16:30";"26,29";"45,02";"537,8";"8,96";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"17:00";"25,96";"45,38";"440,1";"7,66";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"17:30";"25,53";"44,9";"342";"6,73";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"18:00";"25,58";"41,14";"246,6";"5,9";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"18:30";"25,44";"40,64";"153,9";"5,44";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"19:00";"24,23";"41,62";"23,73";"5,18";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"19:30";"22,87";"44,57";"6,23";"2,41";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"20:00";"21,19";"51,92";"0";"1,92";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"20:30";"20,01";"56,08";"0";"1,37";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"21:00";"19,07";"64,05";"0";"1,91";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"21:30";"18,83";"61,75";"0";"1,43";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"22:00";"17,61";"70,11";"0";"1,93";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"22:30";"16,83";"77";"0";"1,25";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"23:00";"15,95";"79,66";"0";"1,53";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"23:30";"15,27";"83,2";"0";"1,37";"N";"0";"Sin incidencias"
"València";"Carcaixent";"Carcaixent EEA";"18/06/2016";"24:00";"14,78";"85,7";"0";"1,26";"N";"0";"Sin incidencias"
"Provincia";"Termino";"Estación";"Fecha";"Hora";"Temperatura";"Humedad relativa";"Radiación (w/m²)";"Velocidad del viento (Km/h)";"Dirección del viento";"Precipitación (mm)";"Estado"
