"Provincia";"Termino";"Estación";"Fecha";"Hora";"Temperatura";"Humedad relativa";"Radiación (w/m²)";"Velocidad del viento (Km/h)";"Dirección del viento";"Precipitación (mm)";"Estado"
"Castelló";"Onda";"Onda";"26/07/2016";"07:00";"23,53";"60,18";"246,2";"4,31";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"07:30";"24,77";"64,28";"338,3";"5,61";"N";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"08:00";"25,84";"64,95";"430,9";"4,33";"NE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"08:30";"26,48";"62,84";"517";"3,85";"N";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"09:00";"27,32";"59,93";"581,6";"3,51";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"09:30";"28,25";"57,81";"653,3";"3,01";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"10:00";"28,88";"56,92";"727";"4,94";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"10:30";"29,32";"55,85";"778";"6,53";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"11:00";"29,48";"54,89";"816";"6,4";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"11:30";"29,77";"55,58";"836";"6,2";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"12:00";"29,92";"56,14";"839";"7,5";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"12:30";"29,77";"56,74";"844";"8,84";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"13:00";"29,97";"54,91";"785";"8,49";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"13:30";"29,41";"57,85";"758";"8,87";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"14:00";"29,39";"61,49";"716";"7,77";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"14:30";"29,3";"63,25";"675,3";"7,94";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"15:00";"29,48";"61,69";"619,8";"8,15";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"15:30";"29,1";"60,42";"560,4";"8,32";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"16:00";"29,05";"49,76";"497,2";"8,41";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"16:30";"29,14";"45,16";"422,7";"8,04";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"17:00";"28,85";"47,23";"342,8";"6,8";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"17:30";"28,39";"48,42";"223,5";"6,95";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"18:00";"27,7";"50,92";"144,1";"5,78";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"18:30";"27,15";"53,11";"81,3";"3,49";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"19:00";"26,57";"57,4";"39,84";"2,64";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"19:30";"25,46";"63,34";"5,03";"0,57";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"20:00";"24,57";"66,93";"0,09";"0,05";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"20:30";"23,7";"69,93";"0";"0,54";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"21:00";"22,95";"73,2";"0";"0,54";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"21:30";"22,32";"74,6";"0";"0,98";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"22:00";"22,75";"72,1";"0";"2,33";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"22:30";"22,15";"74,1";"0";"1,06";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"23:00";"22,06";"73,5";"0";"3,5";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"23:30";"21,83";"73,1";"0";"2,66";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"26/07/2016";"24:00";"21,57";"73,3";"0";"2,31";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"00:30";"21,28";"73,3";"0";"2,64";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"01:00";"21,42";"72,4";"0";"2,83";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"01:30";"20,73";"74,7";"0";"2,51";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"02:00";"20,57";"75,3";"0";"3,78";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"02:30";"20,66";"73,1";"0";"3,88";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"03:00";"20,44";"74,4";"0";"4,22";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"03:30";"20,12";"76,4";"0";"4,84";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"04:00";"20,08";"76,9";"0";"4,91";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"04:30";"20,17";"76,1";"0";"4,56";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"05:00";"20,01";"74,4";"1,77";"4,61";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"05:30";"20,24";"74,4";"22,26";"3,3";"N";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"06:00";"20,84";"71,3";"84,7";"4,45";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"06:30";"22,02";"67,47";"161,8";"4,33";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"07:00";"23,42";"62,59";"241,3";"4,86";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"07:30";"25,13";"58,5";"341";"3,25";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"08:00";"25,97";"63,76";"399,9";"2,88";"NE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"08:30";"26,66";"62,75";"521,5";"3,48";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"09:00";"26,96";"62,25";"307,2";"4,19";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"09:30";"26,36";"65,62";"395,1";"2,83";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"10:00";"27,81";"62,03";"430,8";"4,92";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"10:30";"27,01";"67,93";"298,9";"4,81";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"11:00";"27,86";"65,52";"540,9";"7,18";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"11:30";"27,21";"67,24";"276,4";"7,03";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"12:00";"27,1";"68,17";"843";"8,08";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"12:30";"28,33";"59,92";"870";"6,97";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"13:00";"28,95";"55,94";"867";"5,95";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"13:30";"29,68";"51,63";"705";"6,03";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"14:00";"29,79";"49,55";"785";"7,86";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"14:30";"30,15";"46,39";"665,3";"7,35";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"15:00";"30,3";"43,02";"621,2";"8,39";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"15:30";"29,57";"41,63";"503,9";"7,43";"E";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"16:00";"29,17";"40,96";"289,2";"6,26";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"16:30";"29,01";"45,94";"235,6";"5,53";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"17:00";"28,1";"48,87";"57,66";"3,36";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"17:30";"27,35";"54,79";"54,08";"3,92";"S";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"18:00";"26,91";"58,85";"84,8";"5,14";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"18:30";"26,6";"63,79";"96,2";"5,01";"S";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"19:00";"26,29";"62,38";"49,22";"2,92";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"19:30";"25,53";"59,06";"7,13";"1,44";"SE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"20:00";"24,39";"65,26";"0,09";"0,1";"S";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"20:30";"23,57";"69,41";"0";"0,52";"S";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"21:00";"22,59";"73,1";"0";"0,09";"S";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"21:30";"22,26";"74,7";"0";"0,91";"NE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"22:00";"22,21";"75,7";"0";"1,11";"NE";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"22:30";"21,66";"77,6";"0";"0,33";"N";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"23:00";"21,43";"77,3";"0";"0,64";"N";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"23:30";"21,62";"73,8";"0";"1,19";"NO";"0";"Sin incidencias"
"Castelló";"Onda";"Onda";"27/07/2016";"24:00";"20,75";"76,9";"0";"1,02";"NO";"0";"Sin incidencias"
"Provincia";"Termino";"Estación";"Fecha";"Hora";"Temperatura";"Humedad relativa";"Radiación (w/m²)";"Velocidad del viento (Km/h)";"Dirección del viento";"Precipitación (mm)";"Estado"
