"Provincia";"Termino";"Estación";"Fecha";"Hora";"Temperatura";"Humedad relativa";"Radiación (w/m²)";"Velocidad del viento (Km/h)";"Dirección del viento";"Precipitación (mm)";"Estado"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"08:00";"24,85";"62,3";"72,59";"0,04";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"08:30";"25,77";"61,58";"104,8";"0,4";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"09:00";"26,78";"57,36";"109,7";"0,8";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"09:30";"27,9";"56,75";"273,3";"1,76";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"10:00";"28,9";"57,26";"558,1";"0,91";"O";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"10:30";"30,13";"52,52";"723,2";"1,7";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"11:00";"31,28";"48,49";"798,1";"3,29";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"11:30";"30,75";"46,85";"836";"4,32";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"12:00";"30,82";"42,1";"868";"4,43";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"12:30";"31,42";"34,14";"862";"4,28";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"13:00";"31,56";"32,38";"844";"3,41";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"13:30";"32,22";"30,23";"810";"3,47";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"14:00";"32,41";"32,55";"769,8";"3,38";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"14:30";"32,83";"32,29";"712,7";"2,89";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"15:00";"32,59";"31,74";"644,4";"3,3";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"15:30";"32,37";"31,91";"562,9";"2,94";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"16:00";"32,18";"31,81";"477,3";"2,31";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"16:30";"32,12";"31,87";"381,6";"3,17";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"17:00";"31,23";"34,16";"279,2";"2,74";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"17:30";"30,3";"36,98";"175,8";"1,98";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"18:00";"28,92";"41,68";"67,68";"1,92";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"18:30";"27,41";"47,06";"33,98";"1,1";"SO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"19:00";"25,9";"52,44";"0,27";"0,27";"O";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"19:30";"25,23";"54,15";"0";"0,3";"O";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"20:00";"24,69";"55,52";"0";"0,54";"O";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"20:30";"24,23";"56,6";"0";"0,1";"O";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"21:00";"23,74";"58,31";"0";"0,31";"O";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"21:30";"23,36";"58,9";"0";"0,11";"O";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"22:00";"23,08";"59,12";"0";"0,82";"NO";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"22:30";"23,27";"57,88";"0";"0,72";"N";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"23:00";"22,8";"59,44";"0";"0,53";"N";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"23:30";"22,69";"59,12";"0";"0,8";"N";"0";"Sin incidencias"
"Alacant";"Callosa d'En Sarrià";"Callosa d'en Sarrià";"06/09/2016";"24:00";"22,21";"59,53";"0";"0,46";"O";"0";"Sin incidencias"
"Provincia";"Termino";"Estación";"Fecha";"Hora";"Temperatura";"Humedad relativa";"Radiación (w/m²)";"Velocidad del viento (Km/h)";"Dirección del viento";"Precipitación (mm)";"Estado"
